Cliente,Estado,Género,Valor de vida del cliente,Ingreso,Prima mensual del auto,Tipo de póliza,Clase del vehículo,Monto total de reclamo
HX96638,Arizona,M,205294.89669999998,0.0,67.0,Personal Auto,Four-Door Car,806.180375
TT20057,Oregon,M,1059258.753,59590.0,136.0,Personal Auto,SUV,460.266881
AM26598,Arizona,F,291349.3264,89672.0,72.0,Personal Auto,Four-Door Car,309.568636
AY73718,California,F,524344.6345,96535.0,66.0,Personal Auto,Four-Door Car,271.074379
EL11108,Oregon,F,1419159.699,25575.0,117.0,Personal Auto,SUV,561.6
FA15811,Nevada,F,942638.4787000001,38910.0,78.0,Personal Auto,Two-Door Car,20.209679
BA51898,Arizona,M,452119.0551,39426.0,114.0,Special Auto,SUV,412.884282
PP30874,California,F,357902.3825,28304.0,91.0,Personal Auto,Four-Door Car,655.2
MN74944,Arizona,M,628515.476,52210.0,80.0,Personal Auto,Four-Door Car,384.0
FK94501,Nevada,F,784425.2972,0.0,102.0,Personal Auto,SUV,273.945412
HZ84382,Oregon,M,828384.3280999999,94851.0,104.0,Personal Auto,Four-Door Car,190.998822
FA89548,Arizona,M,243639.7813,0.0,67.0,Personal Auto,Four-Door Car,399.0564
GD29440,Washington,M,253862.63199999998,18608.0,71.0,Personal Auto,Four-Door Car,340.8
DE21910,Oregon,F,730439.5148,41025.0,92.0,Personal Auto,Four-Door Car,20.374393
CH50584,Oregon,M,3247476.977,71449.0,102.0,Personal Auto,SUV,734.4
JV97593,California,F,667445.5913,92653.0,83.0,Personal Auto,Four-Door Car,456.519419
ND68993,Nevada,F,3347334.9459999995,33190.0,106.0,Personal Auto,SUV,508.8
YT46746,Oregon,F,645964.0942,24290.0,82.0,Personal Auto,Four-Door Car,393.6
RF94484,Oregon,F,460503.66459999996,22571.0,63.0,Corporate Auto,Four-Door Car,302.4
No19664,California,F,568674.3252000001,26409.0,71.0,Personal Auto,Four-Door Car,475.166267
BA97018,Arizona,M,660816.5971,21616.0,93.0,Personal Auto,Two-Door Car,944.854655
HY16703,Oregon,M,715853.0736,36463.0,92.0,Personal Auto,Four-Door Car,441.6
MA15172,California,F,1017971.7039999999,14290.0,271.0,Personal Auto,Luxury SUV,1300.8
WO81184,California,M,505238.15729999996,34645.0,69.0,Special Auto,Two-Door Car,220.446667
FX39582,Washington,M,520135.76039999997,67001.0,131.0,Personal Auto,SUV,463.425687
ZG23976,California,F,863278.3576,96200.0,107.0,Personal Auto,Two-Door Car,513.6
WE25756,Arizona,M,735093.0502,69241.0,93.0,Personal Auto,Four-Door Car,111.250449
AP59947,California,F,769015.9641999999,55843.0,64.0,Corporate Auto,Two-Door Car,307.2
JG31799,California,F,825911.0800000001,20305.0,76.0,Personal Auto,Two-Door Car,496.477418
XY28151,Oregon,F,231728.20489999998,0.0,68.0,Corporate Auto,Two-Door Car,489.6
ZB72138,Oregon,M,892961.1118999999,44329.0,112.0,Personal Auto,SUV,537.6
OP52966,Arizona,M,485436.2069,44279.0,61.0,Personal Auto,Two-Door Car,292.8
TG67664,California,F,265970.565,0.0,87.0,Personal Auto,Four-Door Car,420.041981
DH14632,Oregon,F,875022.2052,34695.0,113.0,Personal Auto,SUV,100.323765
QN26812,Arizona,M,505478.05429999996,79297.0,64.0,Personal Auto,Four-Door Car,72.760316
PD97837,Arizona,M,219951.6645,0.0,62.0,Corporate Auto,Four-Door Car,297.6
LX67597,Nevada,M,571531.2991,84183.0,72.0,Personal Auto,Four-Door Car,255.565349
VH35998,California,M,956683.9884000001,53375.0,79.0,Personal Auto,Four-Door Car,127.322656
UE54045,California,F,1009413.003,32046.0,127.0,Corporate Auto,SUV,475.599472
XA50997,Nevada,M,544479.3941,91393.0,67.0,Personal Auto,Two-Door Car,460.551521
GM37281,California,F,258240.85249999998,76731.0,64.0,Personal Auto,Four-Door Car,201.455005
QT84069,Oregon,M,5056825.9120000005,82081.0,249.0,Personal Auto,Luxury SUV,753.760098
MG74662,Oregon,F,348424.7842,51337.0,88.0,Corporate Auto,Four-Door Car,72.543171
EP46328,California,M,555583.0205,74015.0,72.0,Personal Auto,Four-Door Car,471.443077
UL87052,Arizona,F,417314.0695,0.0,117.0,Personal Auto,SUV,842.4
GA93544,Oregon,F,289749.4724,0.0,77.0,Personal Auto,Four-Door Car,554.4
EW73206,California,F,804451.1759,68849.0,67.0,Corporate Auto,Two-Door Car,252.699037
MV19629,Oregon,F,771699.7859,37376.0,99.0,Personal Auto,Four-Door Car,65.548725
TK67721,Oregon,F,227466.9484,0.0,64.0,Corporate Auto,Four-Door Car,621.968062
AD38685,California,M,865886.3813,62464.0,109.0,Personal Auto,Sports Car,400.181882
LX72964,Arizona,F,1126090.364,88304.0,95.0,Personal Auto,Four-Door Car,276.467811
MR37609,Oregon,M,1641404.415,0.0,112.0,Special Auto,SUV,682.422936
OG30514,Nevada,F,2001820.459,65900.0,62.0,Personal Auto,Four-Door Car,297.6
GJ44951,Washington,F,469875.9935,0.0,67.0,Personal Auto,Two-Door Car,321.6
YB19340,Oregon,M,900211.7386,61374.0,113.0,Corporate Auto,Two-Door Car,210.100003
BD42101,California,M,2503089.457,0.0,110.0,Corporate Auto,SUV,528.0
RZ89024,Oregon,M,310299.85219999996,31841.0,78.0,Personal Auto,Four-Door Car,126.857228
ZO20633,Oregon,F,258710.7864,27861.0,65.0,Corporate Auto,Four-Door Car,312.0
KL39500,Arizona,M,498361.893,0.0,83.0,Personal Auto,Four-Door Car,736.00483
QK24293,Oregon,F,626534.3299,0.0,84.0,Corporate Auto,Four-Door Car,481.025786
RW71963,Nevada,F,723354.0011,94550.0,90.0,Personal Auto,Four-Door Car,432.0
HR71115,Nevada,M,535726.0833,39604.0,68.0,Personal Auto,Four-Door Car,63.127223
UL55837,Nevada,F,1113011.974,42928.0,93.0,Personal Auto,Four-Door Car,651.623195
IW77519,Washington,F,261036.9217,54737.0,66.0,Personal Auto,Four-Door Car,391.970334
CR88883,Arizona,M,745254.3017,0.0,68.0,Corporate Auto,Two-Door Car,489.6
YD58301,California,F,635296.1129000001,80587.0,78.0,Personal Auto,Four-Door Car,276.191729
RT60959,Oregon,F,1458537.736,0.0,194.0,Corporate Auto,Luxury SUV,931.2
KC67832,California,M,1729293.538,80028.0,86.0,Corporate Auto,Four-Door Car,114.02307
DK92014,Arizona,F,425462.0669,11904.0,61.0,Personal Auto,Two-Door Car,292.8
ZA44520,Arizona,F,962172.619,54872.0,121.0,Personal Auto,SUV,580.8
AJ69060,California,M,1426091.4409999999,0.0,99.0,Personal Auto,Two-Door Car,204.121476
ME35315,Washington,M,775630.7652,0.0,74.0,Corporate Auto,Two-Door Car,532.8
BU61331,Arizona,M,587521.2734,46417.0,74.0,Corporate Auto,Four-Door Car,164.746184
XI68015,Washington,F,494696.00389999995,46239.0,67.0,Personal Auto,Four-Door Car,6.395416
HG51739,Oregon,F,266000.9874,0.0,73.0,Personal Auto,Four-Door Car,350.4
FI22970,Oregon,F,237228.93779999999,25550.0,61.0,Personal Auto,Four-Door Car,439.2
OF93412,Nevada,F,1561395.173,27514.0,197.0,Personal Auto,SUV,1367.199081
AH97088,Nevada,M,780350.3824,84417.0,98.0,Personal Auto,Two-Door Car,139.714897
BI81476,Oregon,F,1034611.154,55906.0,86.0,Personal Auto,Four-Door Car,58.469264
IA18854,California,M,496054.89420000004,21638.0,65.0,Personal Auto,Four-Door Car,468.0
OO62338,Oregon,M,709957.4987,16121.0,65.0,Corporate Auto,Four-Door Car,312.0
JH35547,Oregon,M,2444229.656,36261.0,68.0,Personal Auto,Four-Door Car,16.800832
DY34638,Oregon,F,1346692.071,11432.0,119.0,Personal Auto,SUV,571.2
MT16688,Arizona,F,259806.1204,62566.0,65.0,Corporate Auto,Four-Door Car,48.344273
NN51066,Oregon,F,288645.1602,10312.0,78.0,Personal Auto,Four-Door Car,486.278557
YF73402,Oregon,M,256639.8498,67778.0,64.0,Personal Auto,Four-Door Car,171.287759
ZR56751,Washington,F,625236.3099999999,92895.0,77.0,Personal Auto,Two-Door Car,43.14147
GR32910,California,F,517468.96859999996,55290.0,65.0,Personal Auto,Four-Door Car,13.874775
MZ89625,California,F,926317.9837,23377.0,116.0,Personal Auto,Four-Door Car,556.8
IK51081,California,F,483471.04929999996,38713.0,66.0,Personal Auto,Four-Door Car,316.8
VI34110,Arizona,F,236174.2243,0.0,66.0,Personal Auto,Four-Door Car,145.896438
VH62312,Nevada,M,267473.0716,56342.0,69.0,Corporate Auto,Four-Door Car,331.2
YU39743,Oregon,M,1615954.237,29593.0,137.0,Personal Auto,Sports Car,657.6
RO57944,Nevada,F,2619741.498,18495.0,113.0,Personal Auto,SUV,542.4
VL32622,California,F,266424.28140000004,82887.0,66.0,Corporate Auto,Four-Door Car,420.374805
NV35796,Oregon,F,1516206.565,71366.0,94.0,Personal Auto,Four-Door Car,265.216633
UU32345,California,M,2233243.946,49078.0,97.0,Corporate Auto,Four-Door Car,484.013411
YM94448,Arizona,F,499517.12,10787.0,71.0,Personal Auto,Two-Door Car,697.798804
WX46704,California,F,1610975.353,0.0,73.0,Personal Auto,Four-Door Car,350.4
HY35960,Arizona,M,495740.4306,10194.0,65.0,Personal Auto,Two-Door Car,312.0
PB41497,Oregon,M,286677.9811,81763.0,72.0,Personal Auto,Two-Door Car,518.4
GP37412,Arizona,F,871989.6238,59763.0,73.0,Personal Auto,Two-Door Car,350.4
KU62853,California,F,2244868.617,0.0,78.0,Special Auto,Four-Door Car,561.6
EA87824,Arizona,F,686464.7514000001,96832.0,85.0,Personal Auto,Two-Door Car,408.0
DM42912,California,F,498018.765,21135.0,130.0,Personal Auto,SUV,678.946216
HK50871,California,M,231232.8541,16143.0,62.0,Personal Auto,Four-Door Car,32.114117
ZX73673,Arizona,M,555583.0205,74015.0,72.0,Personal Auto,Four-Door Car,471.443077
EO95783,Arizona,M,2676382.631,84178.0,74.0,Personal Auto,Two-Door Car,12.588784
TR18791,Arizona,M,247144.1785,0.0,70.0,Personal Auto,Two-Door Car,504.0
DC83427,Oregon,F,1775938.5750000002,0.0,63.0,Personal Auto,Four-Door Car,661.7151
OG31942,California,M,1462849.6269999999,63936.0,189.0,Personal Auto,Luxury Car,765.012123
AK17025,Washington,M,580182.8142,0.0,83.0,Personal Auto,Four-Door Car,597.6
RT17851,Oregon,F,520994.5549,37940.0,129.0,Special Auto,SUV,512.542299
UF56271,Washington,F,281443.8036,30703.0,70.0,Personal Auto,Four-Door Car,336.0
BP25150,Arizona,F,541774.4055,54898.0,69.0,Corporate Auto,Two-Door Car,176.242159
XT34986,Oregon,M,1677580.8830000001,89030.0,139.0,Personal Auto,SUV,49.566591
OI74902,California,F,798030.4624000001,15630.0,115.0,Personal Auto,SUV,656.775467
GV33313,Arizona,F,510716.3002,35625.0,65.0,Personal Auto,Four-Door Car,288.572108
WA54110,Nevada,M,269078.19690000004,48329.0,67.0,Corporate Auto,Four-Door Car,470.386291
IS94199,California,F,425462.0669,11904.0,61.0,Personal Auto,Two-Door Car,292.8
XE22944,Arizona,F,464341.3135,12261.0,125.0,Personal Auto,SUV,600.0
CK24264,Arizona,M,621725.8012,0.0,86.0,Personal Auto,Four-Door Car,39.730199
BF54215,California,F,1137398.8520000002,87810.0,94.0,Personal Auto,Four-Door Car,225.641724
HW85007,Oregon,M,1086171.019,64744.0,139.0,Personal Auto,SUV,41.308429
PA56702,Arizona,M,856936.439,0.0,117.0,Personal Auto,SUV,957.134978
VD87432,Washington,M,1606995.283,60735.0,135.0,Personal Auto,SUV,571.695889
GG57214,Washington,F,241035.57259999998,0.0,67.0,Personal Auto,Two-Door Car,482.4
EK10022,California,M,1405742.125,36261.0,118.0,Corporate Auto,SUV,1197.713861
IV97881,Nevada,M,487257.7302,0.0,135.0,Personal Auto,Sports Car,648.0
GS85403,Washington,F,903121.4859,0.0,122.0,Corporate Auto,Sports Car,650.52179
UO48558,California,M,299311.7683,23277.0,77.0,Corporate Auto,Four-Door Car,369.6
SX18141,Arizona,F,584652.0588,50320.0,73.0,Personal Auto,Four-Door Car,297.738909
KK26955,Washington,F,258943.003,49675.0,65.0,Personal Auto,Two-Door Car,312.0
PV12088,Arizona,M,655888.0167,19508.0,61.0,Personal Auto,Two-Door Car,292.8
TV97612,Oregon,M,810599.6039,20815.0,110.0,Personal Auto,SUV,528.0
VA95387,Nevada,M,723260.9391,46621.0,61.0,Corporate Auto,Four-Door Car,30.448249
XF93358,Arizona,F,1359992.487,22775.0,184.0,Personal Auto,Luxury Car,883.2
WP64059,California,F,509337.9714,91814.0,63.0,Personal Auto,Two-Door Car,167.037619
YY63521,Arizona,M,604702.5160000001,20396.0,76.0,Personal Auto,Four-Door Car,364.8
FH69597,California,F,717207.0153,73836.0,182.0,Personal Auto,Luxury Car,553.385695
UT76436,Nevada,F,343894.9322,55910.0,86.0,Personal Auto,Four-Door Car,324.348688
VA94160,California,F,541846.3877999999,43054.0,68.0,Personal Auto,Four-Door Car,326.4
NJ55678,Arizona,F,782449.2263,64543.0,65.0,Personal Auto,Four-Door Car,200.177163
OJ60800,Oregon,M,793060.2564,75988.0,67.0,Personal Auto,Four-Door Car,200.54531
PG20605,Arizona,M,932128.4825,0.0,64.0,Personal Auto,Four-Door Car,572.522796
UT88283,Arizona,F,277508.0095,29051.0,73.0,Personal Auto,Two-Door Car,153.200014
AF48816,Arizona,F,579266.6316,87382.0,72.0,Personal Auto,Four-Door Car,345.6
SY93381,California,F,359683.011,30694.0,91.0,Personal Auto,Four-Door Car,436.8
ZI63885,Washington,M,1471352.329,0.0,85.0,Personal Auto,Four-Door Car,877.034575
SD41771,California,M,4452013.5770000005,49259.0,144.0,Personal Auto,Sports Car,820.431905
IG80910,Oregon,F,307178.4639,47528.0,77.0,Personal Auto,Four-Door Car,277.582137
RA62452,Nevada,M,847129.2552000001,70624.0,106.0,Corporate Auto,SUV,49.234943
NI88122,California,F,720501.9561,0.0,64.0,Corporate Auto,Four-Door Car,505.975326
LG90006,Oregon,F,1115467.599,31409.0,93.0,Personal Auto,Four-Door Car,381.960657
XZ83249,Nevada,F,1016827.175,35504.0,128.0,Personal Auto,SUV,404.303518
EP26605,Washington,F,568820.4990000001,44833.0,72.0,Personal Auto,Two-Door Car,345.6
LW29130,Washington,F,527293.2008,24423.0,67.0,Corporate Auto,Two-Door Car,321.6
UD61088,California,M,1379905.459,0.0,127.0,Personal Auto,SUV,609.6
UY81122,Oregon,F,416799.4667,0.0,69.0,Personal Auto,Four-Door Car,433.959806
ED87136,Arizona,M,424269.282,0.0,61.0,Personal Auto,Four-Door Car,439.2
PK58026,Nevada,F,573645.8929999999,96917.0,71.0,Personal Auto,Two-Door Car,373.047039
OD79784,Arizona,M,267968.6625,84450.0,68.0,Corporate Auto,Four-Door Car,291.257059
OO79691,Arizona,F,1182861.437,0.0,111.0,Personal Auto,SUV,1018.808223
PE72393,Arizona,F,1190506.754,0.0,115.0,Corporate Auto,Four-Door Car,840.179082
QG39997,Arizona,F,421280.26,10097.0,110.0,Personal Auto,Four-Door Car,218.635593
ET45138,California,F,555318.672,33255.0,138.0,Personal Auto,Sports Car,662.4
WP46383,Oregon,F,2653857.925,94132.0,73.0,Personal Auto,Four-Door Car,350.4
FJ12205,Oregon,M,651146.7626,42602.0,85.0,Personal Auto,Two-Door Car,63.161647
KE42114,Nevada,M,473035.5248,17250.0,62.0,Personal Auto,Four-Door Car,175.528642
CO15448,California,M,290802.08379999996,74212.0,73.0,Personal Auto,Four-Door Car,188.878749
SU31072,Washington,M,482115.64660000004,85756.0,61.0,Personal Auto,Four-Door Car,117.036869
LC87490,Arizona,F,224844.9633,24910.0,63.0,Personal Auto,Four-Door Car,347.857619
OT36536,Oregon,M,523245.49580000003,41596.0,66.0,Personal Auto,Four-Door Car,316.8
DE59454,Nevada,M,255758.5549,72202.0,63.0,Corporate Auto,Two-Door Car,453.6
VS63956,California,M,587117.5279,33967.0,76.0,Personal Auto,Four-Door Car,364.8
TR39403,California,F,368197.8995,77951.0,93.0,Corporate Auto,Two-Door Car,19.668633
AB62982,Oregon,F,591806.6128,77521.0,73.0,Personal Auto,Two-Door Car,350.4
QP76867,Oregon,M,1615290.489,0.0,109.0,Personal Auto,Sports Car,852.460341
MO41014,Arizona,M,498461.8655,86305.0,62.0,Corporate Auto,Four-Door Car,80.73124
EK56325,Arizona,M,663722.8238,0.0,92.0,Personal Auto,Four-Door Car,662.4
LB59405,California,F,597972.4161,57693.0,76.0,Personal Auto,Four-Door Car,547.2
JI37927,Oregon,F,773645.7821,0.0,112.0,Corporate Auto,SUV,78.975117
OJ43280,California,M,564447.4853,33137.0,74.0,Personal Auto,Two-Door Car,472.500375
YW43854,Washington,M,694473.9992,0.0,68.0,Personal Auto,Four-Door Car,489.6
AL43475,California,F,737322.5991,44938.0,183.0,Personal Auto,Luxury Car,2069.309854
XY80192,Oregon,M,1397909.014,33617.0,117.0,Personal Auto,Four-Door Car,761.722334
PI71828,Arizona,M,239596.8567,38460.0,61.0,Personal Auto,Four-Door Car,191.365686
RQ94849,California,M,238785.82809999998,0.0,67.0,Personal Auto,Four-Door Car,482.4
JX93039,Washington,F,488333.50680000003,40171.0,123.0,Personal Auto,SUV,576.880144
KF44948,Washington,F,2049669.426,0.0,64.0,Personal Auto,Four-Door Car,307.2
OK14812,Nevada,M,249131.7024,36631.0,62.0,Personal Auto,Four-Door Car,67.530904
UV49359,Nevada,F,737223.0729,74335.0,187.0,Corporate Auto,Luxury Car,896.436023
IZ88103,California,F,1262527.947,79421.0,104.0,Personal Auto,Four-Door Car,115.126739
QC27179,Oregon,M,526141.9836,38466.0,68.0,Personal Auto,Two-Door Car,204.685796
VC47959,Arizona,F,489581.1925,54495.0,61.0,Personal Auto,Four-Door Car,182.350945
BN45584,Oregon,F,403492.6461,0.0,112.0,Special Auto,Sports Car,806.4
YP53257,Oregon,F,1017971.7039999999,14290.0,271.0,Personal Auto,Luxury SUV,1300.8
VP84987,California,M,1749752.2010000001,0.0,73.0,Personal Auto,Two-Door Car,350.4
LK57934,Nevada,M,1056962.547,45776.0,89.0,Personal Auto,Four-Door Car,95.95081
AV49798,Arizona,M,784286.5664,94263.0,98.0,Personal Auto,Four-Door Car,112.420211
RD73104,Washington,F,794244.8548000001,12181.0,108.0,Personal Auto,Four-Door Car,591.511506
IZ17303,California,M,1700202.246,97268.0,85.0,Personal Auto,Four-Door Car,35.278648
PK79296,California,F,260221.29650000003,28995.0,67.0,Personal Auto,Four-Door Car,321.6
VA82895,Oregon,F,411284.1668,25030.0,113.0,Personal Auto,Sports Car,542.4
WC66749,Oregon,F,521306.8893,12613.0,70.0,Personal Auto,Four-Door Car,336.0
JO68735,California,F,229279.1874,0.0,64.0,Personal Auto,Two-Door Car,460.8
JA55700,California,M,393381.39930000005,25927.0,103.0,Personal Auto,SUV,674.973614
IX97339,Arizona,F,923427.7026,0.0,134.0,Corporate Auto,SUV,643.2
DH93540,Oregon,M,465006.3763,28215.0,65.0,Personal Auto,Two-Door Car,468.0
KV56995,Nevada,M,395434.4534,18375.0,103.0,Personal Auto,Sports Car,535.080276
PA15141,California,F,695395.2350999999,43221.0,87.0,Special Auto,Four-Door Car,398.735257
FC48492,California,M,287677.5085,0.0,84.0,Personal Auto,Four-Door Car,849.011958
ZJ29643,Washington,F,626534.3299,0.0,84.0,Personal Auto,Four-Door Car,481.025786
EC22495,Oregon,M,314545.64890000003,52082.0,79.0,Personal Auto,Four-Door Car,379.2
RO87000,California,M,268887.86089999997,50719.0,68.0,Personal Auto,Four-Door Car,394.248334
YU35148,Washington,F,474912.75210000004,0.0,123.0,Personal Auto,SUV,590.4
BW51534,California,F,836450.2792999999,0.0,110.0,Corporate Auto,SUV,528.0
ER50891,California,M,345032.8786,39248.0,87.0,Personal Auto,Four-Door Car,386.765125
LM63497,Oregon,F,293583.8245,0.0,82.0,Personal Auto,Four-Door Car,590.4
DE71115,Washington,M,277250.21390000003,68463.0,70.0,Personal Auto,Four-Door Car,336.0
AX71238,California,M,396340.327,38096.0,99.0,Personal Auto,Two-Door Car,475.2
IZ50034,Washington,M,806254.6117,42124.0,101.0,Personal Auto,SUV,484.8
AR75105,California,F,780531.287,21073.0,106.0,Personal Auto,SUV,508.8
LX77880,Oregon,F,485577.3614,24149.0,61.0,Personal Auto,Four-Door Car,292.8
PQ72803,Washington,F,288645.1602,10312.0,78.0,Personal Auto,Four-Door Car,486.278557
PV99529,Arizona,M,272443.0809,0.0,77.0,Personal Auto,Two-Door Car,404.82483
UW10841,California,M,997624.5489999999,74115.0,63.0,Personal Auto,Four-Door Car,275.349481
UO93347,California,M,375526.0251,34624.0,95.0,Personal Auto,Four-Door Car,270.370335
WK46492,Arizona,F,964221.4529,36108.0,128.0,Personal Auto,SUV,614.4
DO70918,Nevada,F,457399.81340000004,0.0,127.0,Special Auto,Sports Car,914.4
KG71396,Nevada,M,401705.5485,0.0,118.0,Corporate Auto,Two-Door Car,959.849922
MI16758,Nevada,F,1205288.693,43184.0,102.0,Personal Auto,SUV,376.836888
AT98182,California,F,252541.9695,0.0,67.0,Corporate Auto,Four-Door Car,146.301396
GP67583,Arizona,M,820777.7598000001,35349.0,102.0,Personal Auto,Four-Door Car,489.6
DY73849,California,F,456987.57999999996,0.0,124.0,Personal Auto,SUV,250.723005
UR42360,California,M,1697979.757,35095.0,73.0,Personal Auto,Two-Door Car,525.6
IK74329,Arizona,F,1806191.8369999998,13164.0,70.0,Personal Auto,Two-Door Car,75.393383
WJ20394,Nevada,M,519104.70109999995,0.0,141.0,Corporate Auto,SUV,676.8
PF26758,Oregon,F,627131.5155999999,94880.0,79.0,Special Auto,Four-Door Car,347.595108
DK81475,Nevada,M,461944.9922,95301.0,114.0,Personal Auto,SUV,547.2
DK93464,Nevada,F,857148.0718,56202.0,107.0,Personal Auto,Two-Door Car,513.511091
XS76166,Oregon,F,324547.9985,35592.0,82.0,Personal Auto,Two-Door Car,496.805418
TZ76531,California,M,1248921.197,0.0,113.0,Personal Auto,Four-Door Car,542.4
RC22595,Arizona,F,379974.6262,0.0,102.0,Personal Auto,Four-Door Car,489.6
IA90990,California,F,1000474.8740000001,0.0,89.0,Corporate Auto,Two-Door Car,640.8
QQ69088,Washington,M,557766.9457,11097.0,73.0,Corporate Auto,Two-Door Car,350.4
ED59130,Arizona,M,1670510.312,74900.0,208.0,Personal Auto,Luxury SUV,998.4
SC90717,California,M,3186485.89,23576.0,89.0,Personal Auto,Four-Door Car,383.508096
PP36346,Nevada,F,370881.1428,23393.0,95.0,Corporate Auto,Four-Door Car,456.0
JU75786,Oregon,F,720313.3626,0.0,95.0,Personal Auto,Two-Door Car,149.843223
TU68427,Arizona,F,264965.8715,0.0,73.0,Personal Auto,Two-Door Car,350.4
YD28431,California,F,699161.4179,66346.0,87.0,Personal Auto,Four-Door Car,78.179743
MY56715,Oregon,M,338071.2383,58109.0,86.0,Corporate Auto,Two-Door Car,412.8
NF60680,Arizona,F,2009689.337,92766.0,71.0,Personal Auto,Two-Door Car,379.029102
BD70337,California,M,2470692.011,26307.0,73.0,Personal Auto,Four-Door Car,313.192439
DM77491,Oregon,M,741646.6665,0.0,69.0,Personal Auto,Four-Door Car,238.057939
EV57176,California,F,560538.0417000001,21171.0,72.0,Corporate Auto,Four-Door Car,345.6
CQ76876,California,F,1374937.083,82753.0,114.0,Personal Auto,Four-Door Car,264.666921
QI89498,Oregon,F,220358.84809999997,0.0,64.0,Personal Auto,Four-Door Car,757.206098
BH43020,California,M,336971.211,39754.0,85.0,Personal Auto,Four-Door Car,62.282034
EC66666,Arizona,F,729649.3236,0.0,67.0,Personal Auto,Two-Door Car,321.6
